listing_nickname,year,week,weekdate,avail_days,booked_days,occ_rate,Rev,ADR,RevPar,building,Bldg_Name,Address,Latitude,Longitude,neighborhood,cohort
C703,2018,6,2018-02-04T07:00:00Z,7,1,0.14285714285714285,124.59,124.59,17.798571428571428,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,7,2018-02-11T07:00:00Z,7,5,0.7142857142857143,624.68,124.93599999999999,89.24,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,8,2018-02-18T07:00:00Z,7,4,0.5714285714285714,464.69,116.1725,66.38428571428571,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,9,2018-02-25T07:00:00Z,7,3,0.42857142857142855,385.5,128.5,55.07142857142857,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,10,2018-03-04T07:00:00Z,7,4,0.5714285714285714,585.725744680851,146.43143617021275,83.67510638297871,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,11,2018-03-11T07:00:00Z,7,7,1,992.8957446808511,141.8422492401216,141.8422492401216,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,12,2018-03-18T07:00:00Z,7,5,0.7142857142857143,825.5,165.1,117.92857142857143,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,13,2018-03-25T07:00:00Z,7,6,0.8571428571428571,834.23,139.03833333333333,119.17571428571428,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,14,2018-04-01T07:00:00Z,7,2,0.2857142857142857,270.83,135.415,38.69,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,15,2018-04-08T07:00:00Z,7,6,0.8571428571428571,831.6,138.6,118.79999999999998,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,16,2018-04-15T07:00:00Z,7,4,0.5714285714285714,634.67,158.6675,90.66714285714285,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,17,2018-04-22T07:00:00Z,7,7,1,980.4300000000001,140.0614285714286,140.0614285714286,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,18,2018-04-29T07:00:00Z,7,6,0.8571428571428571,1393.4914285714285,232.2485714285714,199.07020408163262,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,19,2018-05-06T07:00:00Z,7,7,1,1373.7285714285715,196.24693877551022,196.24693877551022,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,20,2018-05-13T07:00:00Z,7,7,1,1283.83,183.4042857142857,183.4042857142857,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,21,2018-05-20T07:00:00Z,7,7,1,1623.865,231.9807142857143,231.9807142857143,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,22,2018-05-27T07:00:00Z,7,3,0.42857142857142855,487.155,162.385,69.59357142857142,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,23,2018-06-03T07:00:00Z,7,7,1,1505.8272727272729,215.11818181818185,215.11818181818185,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,24,2018-06-10T07:00:00Z,7,6,0.8571428571428571,1394.8260606060608,232.47101010101014,199.26086580086582,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,25,2018-06-17T07:00:00Z,7,6,0.8571428571428571,1501.9266666666667,250.32111111111112,214.5609523809524,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,26,2018-06-24T07:00:00Z,7,7,1,1525.91,217.98714285714286,217.98714285714286,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,27,2018-07-01T07:00:00Z,7,6,0.8571428571428571,1396.8300000000002,232.80500000000004,199.5471428571429,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,28,2018-07-08T07:00:00Z,7,6,0.8571428571428571,1211.3,201.88333333333333,173.04285714285712,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,29,2018-07-15T07:00:00Z,7,7,1,1934,276.2857142857143,276.2857142857143,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,30,2018-07-22T07:00:00Z,7,5,0.7142857142857143,1339.525,267.90500000000003,191.36071428571432,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,31,2018-07-29T07:00:00Z,7,7,1,1718.2250000000001,245.46071428571432,245.46071428571432,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,32,2018-08-05T07:00:00Z,7,5,0.7142857142857143,1325.55,265.11,189.36428571428573,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,33,2018-08-12T07:00:00Z,7,7,1,1947.8533333333332,278.2647619047619,278.2647619047619,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,34,2018-08-19T07:00:00Z,7,7,1,1489.9033333333334,212.84333333333333,212.84333333333333,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,35,2018-08-26T07:00:00Z,7,4,0.5714285714285714,982.4883333333333,245.62208333333334,140.3554761904762,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,36,2018-09-02T07:00:00Z,7,5,0.7142857142857143,940.8389999999999,188.1678,134.40557142857142,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,37,2018-09-09T07:00:00Z,7,5,0.7142857142857143,977.296,195.4592,139.6137142857143,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,38,2018-09-16T07:00:00Z,7,6,0.8571428571428571,1346.8933333333334,224.48222222222225,192.41333333333336,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,39,2018-09-23T07:00:00Z,7,4,0.5714285714285714,901.0166666666667,225.25416666666666,128.71666666666667,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,40,2018-09-30T07:00:00Z,1,7,7,1367.27,195.3242857142857,1367.27,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,41,2018-10-07T07:00:00Z,0,3,0,505.1325,168.3775,0,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,42,2018-10-14T07:00:00Z,0,1,0,168.3775,168.3775,0,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,44,2018-10-28T07:00:00Z,0,5,0,1051.46,210.292,0,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C703,2018,45,2018-11-04T07:00:00Z,0,4,0,854.36,213.59,0,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,1,2017-12-31T07:00:00Z,7,5,0.7142857142857143,651.8125,130.3625,93.11607142857144,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,30,2017-07-23T07:00:00Z,3,0,0,0,0,0,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,31,2017-07-30T07:00:00Z,7,5,0.7142857142857143,977.3333333333334,195.46666666666667,139.61904761904762,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,32,2017-08-06T07:00:00Z,7,7,1,1368.2666666666667,195.46666666666667,195.46666666666667,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,33,2017-08-13T07:00:00Z,7,7,1,1368.2666666666667,195.46666666666667,195.46666666666667,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,34,2017-08-20T07:00:00Z,7,7,1,1368.2666666666667,195.46666666666667,195.46666666666667,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,35,2017-08-27T07:00:00Z,7,6,0.8571428571428571,1335.8666666666668,222.64444444444447,190.83809523809526,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,36,2017-09-03T07:00:00Z,7,7,1,1209,172.71428571428572,172.71428571428572,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,37,2017-09-10T07:00:00Z,7,6,0.8571428571428571,1399.13,233.18833333333336,199.8757142857143,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,38,2017-09-17T07:00:00Z,7,7,1,1327.792,189.68457142857142,189.68457142857142,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,39,2017-09-24T07:00:00Z,7,6,0.8571428571428571,1112.528,185.42133333333334,158.93257142857144,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,40,2017-10-01T07:00:00Z,7,6,0.8571428571428571,948,158,135.42857142857142,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,41,2017-10-08T07:00:00Z,7,7,1,1130.3333333333333,161.47619047619045,161.47619047619045,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,42,2017-10-15T07:00:00Z,7,5,0.7142857142857143,823.9706666666666,164.79413333333332,117.71009523809524,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,43,2017-10-22T07:00:00Z,7,7,1,1074.026,153.4322857142857,153.4322857142857,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,44,2017-10-29T07:00:00Z,7,7,1,1109.18,158.45428571428573,158.45428571428573,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,45,2017-11-05T07:00:00Z,7,7,1,1116.5731404958676,159.5104486422668,159.5104486422668,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,46,2017-11-12T07:00:00Z,7,6,0.8571428571428571,676.235,112.70583333333333,96.60499999999999,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,47,2017-11-19T07:00:00Z,7,7,1,829.8349999999999,118.54785714285713,118.54785714285713,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,48,2017-11-26T07:00:00Z,7,4,0.5714285714285714,456.13,114.0325,65.16142857142857,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,49,2017-12-03T07:00:00Z,7,7,1,804.53,114.93285714285715,114.93285714285715,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,50,2017-12-10T07:00:00Z,7,5,0.7142857142857143,637.16,127.43199999999999,91.02285714285713,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,51,2017-12-17T07:00:00Z,7,3,0.42857142857142855,346.29,115.43,49.47,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2017,52,2017-12-24T07:00:00Z,7,4,0.5714285714285714,612.1800000000001,153.04500000000002,87.45428571428572,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,2,2018-01-07T07:00:00Z,7,5,0.7142857142857143,679.2875,135.85750000000002,97.04107142857144,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,3,2018-01-14T07:00:00Z,7,4,0.5714285714285714,494.70000000000005,123.67500000000001,70.67142857142858,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,4,2018-01-21T07:00:00Z,7,4,0.5714285714285714,553.2199999999999,138.30499999999998,79.03142857142855,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,5,2018-01-28T07:00:00Z,7,5,0.7142857142857143,606.25,121.25,86.60714285714286,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,6,2018-02-04T07:00:00Z,7,2,0.2857142857142857,264.81,132.405,37.83,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,7,2018-02-11T07:00:00Z,7,4,0.5714285714285714,498.36,124.59,71.19428571428571,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,8,2018-02-18T07:00:00Z,7,7,1,540.37,77.19571428571429,77.19571428571429,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,9,2018-02-25T07:00:00Z,7,5,0.7142857142857143,709.6714285714286,141.93428571428572,101.38163265306123,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,10,2018-03-04T07:00:00Z,7,6,0.8571428571428571,768.5194224924012,128.0865704154002,109.78848892748587,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,11,2018-03-11T07:00:00Z,7,7,1,1001.0475177304965,143.0067882472138,143.0067882472138,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,12,2018-03-18T07:00:00Z,7,7,1,1063.7208333333333,151.96011904761903,151.96011904761903,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,13,2018-03-25T07:00:00Z,7,7,1,1256.1625,179.4517857142857,179.4517857142857,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,14,2018-04-01T07:00:00Z,7,6,0.8571428571428571,1176.81,196.135,168.11571428571426,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,15,2018-04-08T07:00:00Z,7,5,0.7142857142857143,740,148,105.71428571428572,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,16,2018-04-15T07:00:00Z,7,5,0.7142857142857143,832.2875,166.4575,118.89821428571429,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,17,2018-04-22T07:00:00Z,7,6,0.8571428571428571,928.5975,154.76624999999999,132.6567857142857,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,18,2018-04-29T07:00:00Z,7,6,0.8571428571428571,920.6916666666667,153.44861111111112,131.52738095238095,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,19,2018-05-06T07:00:00Z,7,7,1,985.6766666666666,140.8109523809524,140.8109523809524,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,20,2018-05-13T07:00:00Z,7,7,1,1773.6200000000001,253.37428571428572,253.37428571428572,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,21,2018-05-20T07:00:00Z,7,7,1,2216.1766666666667,316.5966666666667,316.5966666666667,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,22,2018-05-27T07:00:00Z,7,3,0.42857142857142855,639.23,213.07666666666668,91.31857142857143,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,23,2018-06-03T07:00:00Z,7,6,0.8571428571428571,1555.8600000000001,259.31,222.26571428571427,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,24,2018-06-10T07:00:00Z,7,5,0.7142857142857143,1389.72,277.944,198.5314285714286,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,25,2018-06-17T07:00:00Z,7,7,1,1540.3125,220.04464285714286,220.04464285714286,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,26,2018-06-24T07:00:00Z,7,7,1,1609.6425,229.94892857142855,229.94892857142855,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,27,2018-07-01T07:00:00Z,7,6,0.8571428571428571,1302.2250000000001,217.03750000000002,186.03214285714287,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,28,2018-07-08T07:00:00Z,7,6,0.8571428571428571,1675.83,279.305,239.40428571428572,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,29,2018-07-15T07:00:00Z,7,6,0.8571428571428571,1499.74375,249.9572916666667,214.24910714285716,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,30,2018-07-22T07:00:00Z,7,7,1,1693.2562500000001,241.89375,241.89375,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,31,2018-07-29T07:00:00Z,7,7,1,1673.8049999999998,239.11499999999998,239.11499999999998,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,32,2018-08-05T07:00:00Z,7,6,0.8571428571428571,1763.045,293.84083333333336,251.86357142857145,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,33,2018-08-12T07:00:00Z,7,7,1,1918.37,274.05285714285714,274.05285714285714,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,34,2018-08-19T07:00:00Z,7,4,0.5714285714285714,908.89,227.2225,129.84142857142857,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,35,2018-08-26T07:00:00Z,7,4,0.5714285714285714,1018.5,254.625,145.5,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,36,2018-09-02T07:00:00Z,7,6,0.8571428571428571,1342.76,223.79333333333332,191.82285714285712,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,37,2018-09-09T07:00:00Z,7,7,1,1548.14,221.16285714285715,221.16285714285715,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,38,2018-09-16T07:00:00Z,7,6,0.8571428571428571,1234.965,205.8275,176.42357142857142,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,39,2018-09-23T07:00:00Z,7,7,1,1457.9950000000001,208.28500000000003,208.28500000000003,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,40,2018-09-30T07:00:00Z,1,6,6,1199.31,199.885,1199.31,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,41,2018-10-07T07:00:00Z,0,7,0,1197.19,171.02714285714288,0,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C708,2018,42,2018-10-14T07:00:00Z,0,2,0,392.85,196.425,0,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C709,2017,1,2017-12-31T07:00:00Z,7,7,1,735.9474467030243,105.13534952900348,105.13534952900348,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
C709,2017,30,2017-07-23T07:00:00Z,3,2,0.6666666666666666,508.3,254.15,169.43333333333334,cove,Cove,"601 E Pike St, Seattle WA 98122.",47.6139204,-122.3241405,capitol hill,OG30
