listing_nickname,rev_mo,launch_date,end_date,building
CR314,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR314,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR315,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR316,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR317,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR322,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR323,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR324,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR401,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR402,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR404,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR409,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR410,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR413,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR414,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-04-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR416,2019-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2018-05-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2018-06-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2018-07-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2018-08-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2018-09-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2018-10-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2018-11-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2018-12-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2019-01-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2019-02-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
CR417,2019-03-01,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,chroma
