listing_nickname,building,rev_mo,launch_date,end_date
MS205,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS205,marina,2018-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2018-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2018-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2018-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2018-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-01-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-02-28T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-03-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-04-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-05-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-06-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-07-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS205,marina,2019-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS206,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS206,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS206,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS206,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS206,marina,2018-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2018-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2018-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2018-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2018-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-01-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-02-28T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-03-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-04-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-05-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-06-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-07-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS206,marina,2019-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS207,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS207,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS207,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS207,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS207,marina,2018-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2018-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2018-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2018-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2018-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-01-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-02-28T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-03-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-04-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-05-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-06-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-07-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS207,marina,2019-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS208,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS208,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS208,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS208,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS208,marina,2018-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2018-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2018-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2018-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2018-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-01-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-02-28T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-03-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-04-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-05-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-06-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-07-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS208,marina,2019-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS210,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS210,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS210,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS210,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS210,marina,2018-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2018-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2018-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2018-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2018-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-01-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-02-28T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-03-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-04-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-05-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-06-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-07-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-08-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-09-30T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-10-31T07:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-11-30T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS210,marina,2019-12-31T08:00:00Z,2018-08-28T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS304,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS304,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS304,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS304,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS304,marina,2018-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2018-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2018-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2018-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2018-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-01-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-02-28T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-03-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-04-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-05-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-06-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-07-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS304,marina,2019-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS309,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS309,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS309,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS309,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS309,marina,2018-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2018-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2018-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2018-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2018-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-01-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-02-28T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-03-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-04-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-05-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-06-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-07-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS309,marina,2019-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS310,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS310,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS310,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS310,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS310,marina,2018-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2018-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2018-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2018-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2018-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-01-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-02-28T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-03-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-04-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-05-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-06-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-07-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS310,marina,2019-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS311,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS311,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS311,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS311,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS311,marina,2018-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2018-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2018-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2018-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2018-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-01-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-02-28T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-03-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-04-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-05-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-06-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-07-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS311,marina,2019-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS402,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS402,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS402,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS402,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS402,marina,2018-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2018-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2018-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2018-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2018-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-01-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-02-28T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-03-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-04-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-05-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-06-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-07-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-08-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-09-30T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-10-31T07:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-11-30T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS402,marina,2019-12-31T08:00:00Z,2018-08-29T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS403,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS403,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS403,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS403,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS403,marina,2018-08-31T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2018-09-30T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2018-10-31T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2018-11-30T08:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2018-12-31T08:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-01-31T08:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-02-28T08:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-03-31T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-04-30T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-05-31T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-06-30T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-07-31T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-08-31T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-09-30T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-10-31T07:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-11-30T08:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS403,marina,2019-12-31T08:00:00Z,2018-08-30T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS404,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS404,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS404,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS404,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS404,marina,2018-09-30T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2018-10-31T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2018-11-30T08:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2018-12-31T08:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-01-31T08:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-02-28T08:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-03-31T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-04-30T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-05-31T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-06-30T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-07-31T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-08-31T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-09-30T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-10-31T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-11-30T08:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS404,marina,2019-12-31T08:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS406,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS406,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS406,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS406,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS406,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS406,marina,2018-09-30T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS406,marina,2018-10-31T07:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS406,marina,2018-11-30T08:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
MS406,marina,2018-12-31T08:00:00Z,2018-09-01T07:00:00Z,2019-12-31T08:00:00Z
