listing_nickname,building,rev_mo,launch_date,end_date
CR416,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR416,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR416,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR417,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR422,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR423,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR424,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR503,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR505,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR511,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR513,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR514,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR515,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR516,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR517,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
CR519,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z
