conf,listing_nickname,booked,rev,status,source,year,month,BT,rev_mo,building,Bldg_Name,Address,Latitude,Longitude,neighborhood,cohort
WwpRN1W,EX707,2018-10-28,169.1716510067114,reserved,manual,2018,10,1,2018-10-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-10-29,169.1716510067114,reserved,manual,2018,10,1,2018-10-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-10-30,169.1716510067114,reserved,manual,2018,10,1,2018-10-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-10-31,169.1716510067114,reserved,manual,2018,10,1,2018-10-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-01,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-02,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-03,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-04,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-05,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-06,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-07,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-08,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-09,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-10,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
WwpRN1W,EX707,2018-11-11,169.1716510067114,reserved,manual,2018,11,1,2018-11-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-01-28,88.1688740617181,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-01-29,88.1688740617181,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-01-30,88.1688740617181,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-01-31,88.1688740617181,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-01,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-02,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-03,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-04,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-05,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-06,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-07,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-08,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-09,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-10,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-11,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-12,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-13,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-14,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-15,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-16,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-17,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-18,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-19,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-20,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-21,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-22,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-23,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-24,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-25,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-26,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-27,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-02-28,88.1688740617181,confirmed,Airbnb,2018,2,1,2018-02-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-01,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-02,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-03,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-04,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-05,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-06,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-07,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-08,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-09,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-10,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-11,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-12,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-13,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-14,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-15,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-16,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHYWDZZ5J,EX707,2018-03-17,88.1688740617181,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
B86xl5Q,EX707,2018-01-14,125.954,confirmed,direct,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
B86xl5Q,EX707,2018-01-15,125.954,confirmed,direct,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
B86xl5Q,EX707,2018-01-16,125.954,confirmed,direct,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
B86xl5Q,EX707,2018-01-17,125.954,confirmed,direct,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
B86xl5Q,EX707,2018-01-18,125.954,confirmed,direct,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMBK5J8EYP,EX707,2018-01-05,111.55,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMBK5J8EYP,EX707,2018-01-06,111.55,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMBK5J8EYP,EX707,2018-01-07,111.55,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMBK5J8EYP,EX707,2018-01-08,111.55,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMBK5J8EYP,EX707,2018-01-09,111.55,confirmed,Airbnb,2018,1,1,2018-01-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHPB4MD9E,EX707,2018-03-21,163.6875,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHPB4MD9E,EX707,2018-03-22,163.6875,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHPB4MD9E,EX707,2018-03-23,163.6875,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMHPB4MD9E,EX707,2018-03-24,163.6875,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMPER4SHQ2,EX707,2018-03-29,150.35,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMPER4SHQ2,EX707,2018-03-30,150.35,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMPER4SHQ2,EX707,2018-03-31,150.35,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMPER4SHQ2,EX707,2018-04-01,150.35,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMDJB9333Z,EX707,2018-04-02,128.525,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMDJB9333Z,EX707,2018-04-03,128.525,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMDJB9333Z,EX707,2018-04-04,128.525,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMDJB9333Z,EX707,2018-04-05,128.525,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMDJB9333Z,EX707,2018-04-06,128.525,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMDJB9333Z,EX707,2018-04-07,128.525,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMNAP8KSRP,EX707,2018-03-25,125.3725,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMNAP8KSRP,EX707,2018-03-26,125.3725,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMNAP8KSRP,EX707,2018-03-27,125.3725,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMNAP8KSRP,EX707,2018-03-28,125.3725,confirmed,Airbnb,2018,3,1,2018-03-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
RU-R3RKDL,EX707,2018-09-18,133.96,confirmed,Expedia,2018,9,1,2018-09-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
RU-R3RKDL,EX707,2018-09-19,133.96,confirmed,Expedia,2018,9,1,2018-09-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
RU-R3RKDL,EX707,2018-09-20,133.96,confirmed,Expedia,2018,9,1,2018-09-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
022mv1y,EX707,2018-04-18,196.418,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
022mv1y,EX707,2018-04-19,196.418,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
022mv1y,EX707,2018-04-20,196.418,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
022mv1y,EX707,2018-04-21,196.418,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
022mv1y,EX707,2018-04-22,196.418,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMMNMFF8NE,EX707,2018-04-11,140.65,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMMNMFF8NE,EX707,2018-04-12,140.65,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMMNMFF8NE,EX707,2018-04-13,140.65,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMMNMFF8NE,EX707,2018-04-14,140.65,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMMNMFF8NE,EX707,2018-04-15,140.65,confirmed,Airbnb,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
nYG64WY,EX707,2018-04-25,219.925,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
nYG64WY,EX707,2018-04-26,219.925,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
nYG64WY,EX707,2018-04-27,219.925,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
nYG64WY,EX707,2018-04-28,219.925,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
nYG64WY,EX707,2018-04-29,219.925,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
nYG64WY,EX707,2018-04-30,219.925,confirmed,direct,2018,4,1,2018-04-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
nYG64WY,EX707,2018-05-01,219.925,confirmed,direct,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
nYG64WY,EX707,2018-05-02,219.925,confirmed,direct,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMYA4YQ3SH,EX707,2018-05-05,232.8,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMYA4YQ3SH,EX707,2018-05-06,232.8,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMYA4YQ3SH,EX707,2018-05-07,232.8,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMYA4YQ3SH,EX707,2018-05-08,232.8,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMYA4YQ3SH,EX707,2018-05-09,232.8,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMZB9R98Q2,EX707,2018-05-14,176.152,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMZB9R98Q2,EX707,2018-05-15,176.152,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMZB9R98Q2,EX707,2018-05-16,176.152,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMZB9R98Q2,EX707,2018-05-17,176.152,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMZB9R98Q2,EX707,2018-05-18,176.152,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMQFFBXDCD,EX707,2018-05-19,377.0875,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMQFFBXDCD,EX707,2018-05-20,377.0875,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMQFFBXDCD,EX707,2018-05-21,377.0875,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
HMQFFBXDCD,EX707,2018-05-22,377.0875,confirmed,Airbnb,2018,5,1,2018-05-01,excelsior,Excelsior,"1535 Bellevue Ave, Seattle WA 98112.",47.6150442,-122.3270794,capitol hill,OG30
