conf,listing_nickname,booked,rev,status,source
HMJQEX99JH,CR416,2018-08-31,227.95,confirmed,Airbnb
HMJQEX99JH,CR416,2018-09-01,227.95,confirmed,Airbnb
HMJQEX99JH,CR416,2018-09-02,227.95,confirmed,Airbnb
HMD9RXDAFR,CR416,2018-10-07,164.9,confirmed,Airbnb
HMD9RXDAFR,CR416,2018-10-08,164.9,confirmed,Airbnb
HMD9RXDAFR,CR416,2018-10-09,164.9,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-17,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-18,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-19,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-20,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-21,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-22,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-23,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-24,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-25,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-26,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-27,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-28,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-29,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-30,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-05-31,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-06-01,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-06-02,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-06-03,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-06-04,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-06-05,286.15,confirmed,Airbnb
HM4BYJ8X24,CR416,2018-06-06,286.15,confirmed,Airbnb
HMN8YYWMSX,CR416,2018-08-26,167.5675,confirmed,Airbnb
HMN8YYWMSX,CR416,2018-08-27,167.5675,confirmed,Airbnb
HMN8YYWMSX,CR416,2018-08-28,167.5675,confirmed,Airbnb
HMN8YYWMSX,CR416,2018-08-29,167.5675,confirmed,Airbnb
RU-vGPMwg,CR416,2018-06-09,201.87,confirmed,Expedia
RU-vGPMwg,CR416,2018-06-10,201.87,confirmed,Expedia
RU-vGPMwg,CR416,2018-06-11,201.87,confirmed,Expedia
RU-N3Mjp6,CR416,2018-06-12,216.68,confirmed,Expedia
RU-N3Mjp6,CR416,2018-06-13,216.68,confirmed,Expedia
RU-N3Mjp6,CR416,2018-06-14,216.68,confirmed,Expedia
RU-N3Mjp6,CR416,2018-06-15,216.68,confirmed,Expedia
RU-N3Mjp6,CR416,2018-06-16,216.68,confirmed,Expedia
HM2CWN4N4P,CR416,2018-09-20,168.45666666666668,confirmed,Airbnb
HM2CWN4N4P,CR416,2018-09-21,168.45666666666668,confirmed,Airbnb
HM2CWN4N4P,CR416,2018-09-22,168.45666666666668,confirmed,Airbnb
HMFPRNZZKQ,CR416,2018-06-18,218.25,confirmed,Airbnb
HMFPRNZZKQ,CR416,2018-06-19,218.25,confirmed,Airbnb
HMFPRNZZKQ,CR416,2018-06-20,218.25,confirmed,Airbnb
RU-3LZWo4,CR416,2018-06-21,264.24,confirmed,Expedia
RU-3LZWo4,CR416,2018-06-22,264.24,confirmed,Expedia
RU-3LZWo4,CR416,2018-06-23,264.24,confirmed,Expedia
RU-3LZWo4,CR416,2018-06-24,264.24,confirmed,Expedia
HM29ZYJKB4,CR416,2018-07-13,197.395,confirmed,Airbnb
HM29ZYJKB4,CR416,2018-07-14,197.395,confirmed,Airbnb
HM29ZYJKB4,CR416,2018-07-15,197.395,confirmed,Airbnb
HM29ZYJKB4,CR416,2018-07-16,197.395,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-09-24,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-09-25,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-09-26,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-09-27,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-09-28,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-09-29,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-09-30,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-10-01,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-10-02,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-10-03,176.36363636363637,confirmed,Airbnb
HMKBTNAAMQ,CR416,2018-10-04,176.36363636363637,confirmed,Airbnb
HMWSBMEPTC,CR416,2018-07-06,230.375,confirmed,Airbnb
HMWSBMEPTC,CR416,2018-07-07,230.375,confirmed,Airbnb
HMN2KXZKDK,CR416,2018-06-29,151.04285714285714,confirmed,Airbnb
HMN2KXZKDK,CR416,2018-06-30,151.04285714285714,confirmed,Airbnb
HMN2KXZKDK,CR416,2018-07-01,151.04285714285714,confirmed,Airbnb
HMN2KXZKDK,CR416,2018-07-02,151.04285714285714,confirmed,Airbnb
HMN2KXZKDK,CR416,2018-07-03,151.04285714285714,confirmed,Airbnb
HMN2KXZKDK,CR416,2018-07-04,151.04285714285714,confirmed,Airbnb
HMN2KXZKDK,CR416,2018-07-05,151.04285714285714,confirmed,Airbnb
RU-xKp8wr,CR416,2018-07-09,222.905,confirmed,Expedia
RU-xKp8wr,CR416,2018-07-10,222.905,confirmed,Expedia
RU-xKp8wr,CR416,2018-07-11,222.905,confirmed,Expedia
RU-xKp8wr,CR416,2018-07-12,222.905,confirmed,Expedia
8oO1rKl,CR416,2018-06-25,218.8225,confirmed,direct
8oO1rKl,CR416,2018-06-26,218.8225,confirmed,direct
8oO1rKl,CR416,2018-06-27,218.8225,confirmed,direct
8oO1rKl,CR416,2018-06-28,218.8225,confirmed,direct
HM5C2PWB84,CR416,2018-07-20,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-21,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-22,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-23,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-24,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-25,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-26,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-27,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-28,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-29,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-30,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-07-31,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-08-01,213.60785714285717,confirmed,Airbnb
HM5C2PWB84,CR416,2018-08-02,213.60785714285717,confirmed,Airbnb
HMK4DX8BDB,CR416,2018-07-18,222.615,confirmed,Airbnb
HMK4DX8BDB,CR416,2018-07-19,222.615,confirmed,Airbnb
HMJQEJAESR,CR416,2018-08-09,306.19666666666666,confirmed,Airbnb
HMJQEJAESR,CR416,2018-08-10,306.19666666666666,confirmed,Airbnb
HMJQEJAESR,CR416,2018-08-11,306.19666666666666,confirmed,Airbnb
RU-M3kvWm,CR416,2018-07-17,164.68,confirmed,Expedia
HMD3WDM8EF,CR416,2018-08-03,235.516,confirmed,Airbnb
HMD3WDM8EF,CR416,2018-08-04,235.516,confirmed,Airbnb
HMD3WDM8EF,CR416,2018-08-05,235.516,confirmed,Airbnb
HMD3WDM8EF,CR416,2018-08-06,235.516,confirmed,Airbnb
HMD3WDM8EF,CR416,2018-08-07,235.516,confirmed,Airbnb
HM2QYSZYF9,CR416,2018-08-21,196.1825,confirmed,Airbnb
HM2QYSZYF9,CR416,2018-08-22,196.1825,confirmed,Airbnb
HM2QYSZYF9,CR416,2018-08-23,196.1825,confirmed,Airbnb
HM2QYSZYF9,CR416,2018-08-24,196.1825,confirmed,Airbnb
HMCD335BJC,CR417,2018-06-21,208.55,confirmed,Airbnb
HMCD335BJC,CR417,2018-06-22,208.55,confirmed,Airbnb
HMCD335BJC,CR417,2018-06-23,208.55,confirmed,Airbnb
HMCD335BJC,CR417,2018-06-24,208.55,confirmed,Airbnb
HMCD335BJC,CR417,2018-06-25,208.55,confirmed,Airbnb
HMJ894TZPN,CR417,2018-05-25,169.10333333333332,confirmed,Airbnb
HMJ894TZPN,CR417,2018-05-26,169.10333333333332,confirmed,Airbnb
HMJ894TZPN,CR417,2018-05-27,169.10333333333332,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-14,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-15,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-16,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-17,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-18,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-19,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-20,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-21,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-22,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-23,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-24,143.88333333333333,confirmed,Airbnb
HMC2MR2E9F,CR417,2018-10-25,143.88333333333333,confirmed,Airbnb
HM3SNMBZNC,CR417,2018-07-04,191.575,confirmed,Airbnb
HM3SNMBZNC,CR417,2018-07-05,191.575,confirmed,Airbnb
HM3SNMBZNC,CR417,2018-07-06,191.575,confirmed,Airbnb
HM3SNMBZNC,CR417,2018-07-07,191.575,confirmed,Airbnb
RU-3LkX24,CR417,2018-08-16,196.635,confirmed,Expedia
RU-3LkX24,CR417,2018-08-17,196.635,confirmed,Expedia
HM3N5ZX8QS,CR417,2018-05-23,96.03,confirmed,Airbnb
RU-Y3jwqM,CR417,2018-08-24,229.23,confirmed,Expedia
RU-Y3jwqM,CR417,2018-08-25,229.23,confirmed,Expedia
HMMRMB2E2P,CR417,2018-09-28,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-09-29,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-09-30,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-01,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-02,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-03,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-04,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-05,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-06,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-07,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-08,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-09,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-10,172.7292857142857,confirmed,Airbnb
HMMRMB2E2P,CR417,2018-10-11,172.7292857142857,confirmed,Airbnb
HMYA393QBH,CR417,2018-08-11,181.875,confirmed,Airbnb
HMYA393QBH,CR417,2018-08-12,181.875,confirmed,Airbnb
RU-L3Q5Nr,CR417,2018-08-07,182.01,confirmed,Expedia
HMKRWQ235H,CR417,2018-08-13,206.9333333333333,confirmed,Airbnb
HMKRWQ235H,CR417,2018-08-14,206.9333333333333,confirmed,Airbnb
HMKRWQ235H,CR417,2018-08-15,206.9333333333333,confirmed,Airbnb
RU-nwLy9P,CR417,2018-08-23,189.59,confirmed,Expedia
HMHMAD45RQ,CR417,2018-09-14,190.12,confirmed,Airbnb
HMHMAD45RQ,CR417,2018-09-15,190.12,confirmed,Airbnb
HMHMAD45RQ,CR417,2018-09-16,190.12,confirmed,Airbnb
HMHMAD45RQ,CR417,2018-09-17,190.12,confirmed,Airbnb
HMHMAD45RQ,CR417,2018-09-18,190.12,confirmed,Airbnb
HMSZAFHBJK,CR417,2018-09-07,163.93,confirmed,Airbnb
HMSZAFHBJK,CR417,2018-09-08,163.93,confirmed,Airbnb
HMSZAFHBJK,CR417,2018-09-09,163.93,confirmed,Airbnb
HM3BBQ5854,CR417,2018-08-26,191.41333333333333,confirmed,Airbnb
HM3BBQ5854,CR417,2018-08-27,191.41333333333333,confirmed,Airbnb
HM3BBQ5854,CR417,2018-08-28,191.41333333333333,confirmed,Airbnb
HM3BBQ5854,CR417,2018-08-29,191.41333333333333,confirmed,Airbnb
HM3BBQ5854,CR417,2018-08-30,191.41333333333333,confirmed,Airbnb
HM3BBQ5854,CR417,2018-08-31,191.41333333333333,confirmed,Airbnb
HMFPFFHJYE,CR417,2018-09-21,177.025,confirmed,Airbnb
HMFPFFHJYE,CR417,2018-09-22,177.025,confirmed,Airbnb
HMKBQJTX2N,CR417,2018-05-15,144.85333333333332,confirmed,Airbnb
HMKBQJTX2N,CR417,2018-05-16,144.85333333333332,confirmed,Airbnb
HMKBQJTX2N,CR417,2018-05-17,144.85333333333332,confirmed,Airbnb
HMHEM54TNP,CR417,2018-05-20,329.8,confirmed,Airbnb
HMHEM54TNP,CR417,2018-05-21,329.8,confirmed,Airbnb
HMHEM54TNP,CR417,2018-05-22,329.8,confirmed,Airbnb
HMHKDXNQE2,CR417,2018-05-18,237.65,confirmed,Airbnb
HMHKDXNQE2,CR417,2018-05-19,237.65,confirmed,Airbnb
RU-vGN5Zr,CR417,2018-09-19,166.3,confirmed,Expedia
RU-vGN5Zr,CR417,2018-09-20,166.3,confirmed,Expedia
HMYKPESDKR,CR417,2018-06-08,218.735,confirmed,Airbnb
HMYKPESDKR,CR417,2018-06-09,218.735,confirmed,Airbnb
HMN5TEAXE8,CR417,2018-06-18,218.25,confirmed,Airbnb
HMN5TEAXE8,CR417,2018-06-19,218.25,confirmed,Airbnb
HMN5TEAXE8,CR417,2018-06-20,218.25,confirmed,Airbnb
HMXFNTH8AX,CR417,2018-06-26,212.1875,confirmed,Airbnb
HMXFNTH8AX,CR417,2018-06-27,212.1875,confirmed,Airbnb
HMXFNTH8AX,CR417,2018-06-28,212.1875,confirmed,Airbnb
HMXFNTH8AX,CR417,2018-06-29,212.1875,confirmed,Airbnb
RU-mvDP9G,CR417,2018-06-12,216.68,confirmed,Expedia
RU-mvDP9G,CR417,2018-06-13,216.68,confirmed,Expedia
HMH2K2AC8S,CR417,2018-06-05,230.375,confirmed,Airbnb
HMH2K2AC8S,CR417,2018-06-06,230.375,confirmed,Airbnb
HMHD8A4STQ,CR417,2018-06-14,194.64666666666668,confirmed,Airbnb
HMHD8A4STQ,CR417,2018-06-15,194.64666666666668,confirmed,Airbnb
HMHD8A4STQ,CR417,2018-06-16,194.64666666666668,confirmed,Airbnb
HMBM4XM4QE,CR417,2018-06-30,157.625,confirmed,Airbnb
HMBM4XM4QE,CR417,2018-07-01,157.625,confirmed,Airbnb
HMNR8QXH5A,CR417,2018-08-08,266.75,confirmed,Airbnb
HMNR8QXH5A,CR417,2018-08-09,266.75,confirmed,Airbnb
HMNR8QXH5A,CR417,2018-08-10,266.75,confirmed,Airbnb
HMESYYTMWF,CR417,2018-07-14,212.8457142857143,confirmed,Airbnb
HMESYYTMWF,CR417,2018-07-15,212.8457142857143,confirmed,Airbnb
HMESYYTMWF,CR417,2018-07-16,212.8457142857143,confirmed,Airbnb
HMESYYTMWF,CR417,2018-07-17,212.8457142857143,confirmed,Airbnb
HMESYYTMWF,CR417,2018-07-18,212.8457142857143,confirmed,Airbnb
HMESYYTMWF,CR417,2018-07-19,212.8457142857143,confirmed,Airbnb
HMESYYTMWF,CR417,2018-07-20,212.8457142857143,confirmed,Airbnb
HMXHAZ3AMC,CR417,2018-07-25,220.675,confirmed,Airbnb
HMXHAZ3AMC,CR417,2018-07-26,220.675,confirmed,Airbnb
HMXHAZ3AMC,CR417,2018-07-27,220.675,confirmed,Airbnb
HMXHAZ3AMC,CR417,2018-07-28,220.675,confirmed,Airbnb
HM8PPHZAFS,CR417,2018-07-08,220.57800000000003,confirmed,Airbnb
HM8PPHZAFS,CR417,2018-07-09,220.57800000000003,confirmed,Airbnb
HM8PPHZAFS,CR417,2018-07-10,220.57800000000003,confirmed,Airbnb
HM8PPHZAFS,CR417,2018-07-11,220.57800000000003,confirmed,Airbnb
HM8PPHZAFS,CR417,2018-07-12,220.57800000000003,confirmed,Airbnb
HM5Q2HAK4D,CR417,2018-07-29,185.27,confirmed,Airbnb
HM5Q2HAK4D,CR417,2018-07-30,185.27,confirmed,Airbnb
HM5Q2HAK4D,CR417,2018-07-31,185.27,confirmed,Airbnb
HM5Q2HAK4D,CR417,2018-08-01,185.27,confirmed,Airbnb
HM5Q2HAK4D,CR417,2018-08-02,185.27,confirmed,Airbnb
RU-2KypA1,CR417,2018-07-21,261.905,confirmed,Expedia
RU-2KypA1,CR417,2018-07-22,261.905,confirmed,Expedia
RU-2KypA1,CR417,2018-07-23,261.905,confirmed,Expedia
RU-2KypA1,CR417,2018-07-24,261.905,confirmed,Expedia
HMZZZMMRAS,CR417,2018-08-03,252.2,confirmed,Airbnb
HMZZZMMRAS,CR417,2018-08-04,252.2,confirmed,Airbnb
HMZZZMMRAS,CR417,2018-08-05,252.2,confirmed,Airbnb
HMZZZMMRAS,CR417,2018-08-06,252.2,confirmed,Airbnb
HM2CYEZDBX,CR417,2018-08-18,209.908,confirmed,Airbnb
HM2CYEZDBX,CR417,2018-08-19,209.908,confirmed,Airbnb
HM2CYEZDBX,CR417,2018-08-20,209.908,confirmed,Airbnb
HM2CYEZDBX,CR417,2018-08-21,209.908,confirmed,Airbnb
HM2CYEZDBX,CR417,2018-08-22,209.908,confirmed,Airbnb
HMQNZ5PFAK,CR417,2018-11-15,172.66,confirmed,Airbnb
HMQNZ5PFAK,CR417,2018-11-16,172.66,confirmed,Airbnb
HMQNZ5PFAK,CR417,2018-11-17,172.66,confirmed,Airbnb
HMQNZ5PFAK,CR417,2018-11-18,172.66,confirmed,Airbnb
HMAAKY584Q,CR417,2018-09-23,169.75,confirmed,Airbnb
HMAAKY584Q,CR417,2018-09-24,169.75,confirmed,Airbnb
HMAAKY584Q,CR417,2018-09-25,169.75,confirmed,Airbnb
HMAAKY584Q,CR417,2018-09-26,169.75,confirmed,Airbnb
HMAAKY584Q,CR417,2018-09-27,169.75,confirmed,Airbnb
HM5M4YE2D2,CR417,2018-09-01,236.67999999999998,confirmed,Airbnb
HM5M4YE2D2,CR417,2018-09-02,236.67999999999998,confirmed,Airbnb
HM5M4YE2D2,CR417,2018-09-03,236.67999999999998,confirmed,Airbnb
HMZK8RBQN8,CR422,2018-08-29,241.045,confirmed,Airbnb
HMZK8RBQN8,CR422,2018-08-30,241.045,confirmed,Airbnb
HMZK8RBQN8,CR422,2018-08-31,241.045,confirmed,Airbnb
HMZK8RBQN8,CR422,2018-09-01,241.045,confirmed,Airbnb
HMFZDCXHTA,CR422,2018-10-03,160.69666666666666,confirmed,Airbnb
HMFZDCXHTA,CR422,2018-10-04,160.69666666666666,confirmed,Airbnb
HMFZDCXHTA,CR422,2018-10-05,160.69666666666666,confirmed,Airbnb
HMFZDCXHTA,CR422,2018-10-06,160.69666666666666,confirmed,Airbnb
HMFZDCXHTA,CR422,2018-10-07,160.69666666666666,confirmed,Airbnb
HMFZDCXHTA,CR422,2018-10-08,160.69666666666666,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-06,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-07,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-08,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-09,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-10,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-11,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-12,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-13,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-14,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-15,231.12454545454545,confirmed,Airbnb
HMJJFJAJ4Q,CR422,2018-08-16,231.12454545454545,confirmed,Airbnb
HM9D8RD2C2,CR422,2018-08-22,221.74200000000002,confirmed,Airbnb
HM9D8RD2C2,CR422,2018-08-23,221.74200000000002,confirmed,Airbnb
HM9D8RD2C2,CR422,2018-08-24,221.74200000000002,confirmed,Airbnb
HM9D8RD2C2,CR422,2018-08-25,221.74200000000002,confirmed,Airbnb
HM9D8RD2C2,CR422,2018-08-26,221.74200000000002,confirmed,Airbnb
RU-P3002n,CR422,2018-09-03,165.2125,confirmed,Expedia
RU-P3002n,CR422,2018-09-04,165.2125,confirmed,Expedia
RU-P3002n,CR422,2018-09-05,165.2125,confirmed,Expedia
RU-P3002n,CR422,2018-09-06,165.2125,confirmed,Expedia
RU-kqGkjE,CR422,2018-08-20,234.505,confirmed,Expedia
RU-kqGkjE,CR422,2018-08-21,234.505,confirmed,Expedia
HMX3DPFE8M,CR422,2018-09-09,183.33,confirmed,Airbnb
HMX3DPFE8M,CR422,2018-09-10,183.33,confirmed,Airbnb
HMX3DPFE8M,CR422,2018-09-11,183.33,confirmed,Airbnb
HMX3DPFE8M,CR422,2018-09-12,183.33,confirmed,Airbnb
RU-7PoYJw,CR422,2018-08-17,218.84,confirmed,Expedia
RU-7PoYJw,CR422,2018-08-18,218.84,confirmed,Expedia
RU-7PoYJw,CR422,2018-08-19,218.84,confirmed,Expedia
RU-nwBl4D,CR422,2018-09-20,162.14333333333335,confirmed,Expedia
RU-nwBl4D,CR422,2018-09-21,162.14333333333335,confirmed,Expedia
RU-nwBl4D,CR422,2018-09-22,162.14333333333335,confirmed,Expedia
HMKH22QPSQ,CR422,2018-05-20,329.8,confirmed,Airbnb
HMKH22QPSQ,CR422,2018-05-21,329.8,confirmed,Airbnb
HMKH22QPSQ,CR422,2018-05-22,329.8,confirmed,Airbnb
RU-A3vnE7,CR422,2018-05-17,284.61,confirmed,booking.com
RU-A3vnE7,CR422,2018-05-18,284.61,confirmed,booking.com
RU-R3Q8Zq,CR422,2018-05-25,173.085,confirmed,Expedia
RU-R3Q8Zq,CR422,2018-05-26,173.085,confirmed,Expedia
HMRYQSM93Z,CR422,2018-07-04,174.92333333333332,confirmed,Airbnb
HMRYQSM93Z,CR422,2018-07-05,174.92333333333332,confirmed,Airbnb
HMRYQSM93Z,CR422,2018-07-06,174.92333333333332,confirmed,Airbnb
5l3rJ3K,CR422,2018-07-16,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-17,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-18,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-19,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-20,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-21,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-22,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-23,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-24,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-25,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-26,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-27,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-28,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-29,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-30,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-07-31,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-08-01,230.29277777777781,confirmed,direct
5l3rJ3K,CR422,2018-08-02,230.29277777777781,confirmed,direct
MEoE4kQ,CR422,2018-07-09,212.052,confirmed,direct
MEoE4kQ,CR422,2018-07-10,212.052,confirmed,direct
MEoE4kQ,CR422,2018-07-11,212.052,confirmed,direct
MEoE4kQ,CR422,2018-07-12,212.052,confirmed,direct
MEoE4kQ,CR422,2018-07-13,212.052,confirmed,direct
HMZCQZBKX3,CR422,2018-08-03,261.25333333333333,confirmed,Airbnb
HMZCQZBKX3,CR422,2018-08-04,261.25333333333333,confirmed,Airbnb
HMZCQZBKX3,CR422,2018-08-05,261.25333333333333,confirmed,Airbnb
HM5T9BP2AB,CR423,2018-10-04,176.54,confirmed,Airbnb
HM5T9BP2AB,CR423,2018-10-05,176.54,confirmed,Airbnb
HM5T9BP2AB,CR423,2018-10-06,176.54,confirmed,Airbnb
HMTH5S5YDC,CR423,2018-08-30,240.948,confirmed,Airbnb
HMTH5S5YDC,CR423,2018-08-31,240.948,confirmed,Airbnb
HMTH5S5YDC,CR423,2018-09-01,240.948,confirmed,Airbnb
HMTH5S5YDC,CR423,2018-09-02,240.948,confirmed,Airbnb
HMTH5S5YDC,CR423,2018-09-03,240.948,confirmed,Airbnb
HMPJJDCM2H,CR423,2018-08-16,237.00333333333333,confirmed,Airbnb
HMPJJDCM2H,CR423,2018-08-17,237.00333333333333,confirmed,Airbnb
HMPJJDCM2H,CR423,2018-08-18,237.00333333333333,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-21,185.3777777777778,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-22,185.3777777777778,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-23,185.3777777777778,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-24,185.3777777777778,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-25,185.3777777777778,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-26,185.3777777777778,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-27,185.3777777777778,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-28,185.3777777777778,confirmed,Airbnb
HMAQ5C95W5,CR423,2018-08-29,185.3777777777778,confirmed,Airbnb
6mGNVP7,CR423,2018-10-23,186.07,reserved,direct
6mGNVP7,CR423,2018-10-24,186.07,reserved,direct
9pGNX03,CR423,2018-10-16,186.07,reserved,direct
9pGNX03,CR423,2018-10-17,186.07,reserved,direct
X7qlXDV,CR423,2018-12-11,186.07,reserved,manual
X7qlXDV,CR423,2018-12-12,186.07,reserved,manual
m28jXDp,CR423,2018-10-30,186.07,reserved,direct
m28jXDp,CR423,2018-10-31,186.07,reserved,direct
m28jXln,CR423,2018-11-27,186.07,reserved,direct
m28jXln,CR423,2018-11-28,186.07,reserved,direct
8oWNYG5,CR423,2018-11-06,186.07,reserved,direct
8oWNYG5,CR423,2018-11-07,186.07,reserved,direct
qV6n8PD,CR423,2018-11-13,186.07000000000002,reserved,direct
qV6n8PD,CR423,2018-11-14,186.07000000000002,reserved,direct
qV6n8PD,CR423,2018-11-15,186.07000000000002,reserved,direct
7nY0y6B,CR423,2018-12-18,228.46,reserved,direct
7nY0y6B,CR423,2018-12-19,228.46,reserved,direct
gx8EDYD,CR423,2018-12-04,186.07,reserved,direct
gx8EDYD,CR423,2018-12-05,186.07,reserved,direct
