conf,listing_nickname,booked,rev,status,source
PM5jmo1,CR302,2018-05-24,415.63,confirmed,direct
RU-lrB6YJ,CR302,2018-06-21,264.24,confirmed,Expedia
RU-lrB6YJ,CR302,2018-06-22,264.24,confirmed,Expedia
RU-lrB6YJ,CR302,2018-06-23,264.24,confirmed,Expedia
RU-lrBk95,CR302,2018-05-28,119.17,confirmed,Expedia
RU-lrBk95,CR302,2018-05-29,119.17,confirmed,Expedia
RU-lrBk95,CR302,2018-05-30,119.17,confirmed,Expedia
RU-lrBk95,CR302,2018-05-31,119.17,confirmed,Expedia
HMT2453JAD,CR302,2018-06-15,230.375,confirmed,Airbnb
HMT2453JAD,CR302,2018-06-16,230.375,confirmed,Airbnb
RU-B3wyZX,CR302,2018-06-04,216.68,confirmed,Expedia
