Bldg_Name,listing_nickname,year,rev_mo,days_booked,days_avail,occ_rate,Avg_Rev,Rev_Par
Chroma SLU,CR322,2018,2018-06-01,6,30,0.2,181.22833333333332,36.245666666666665
Chroma SLU,CR322,2018,2018-07-01,20,31,0.6451612903225806,217.6525,140.42096774193547
Chroma SLU,CR322,2018,2018-08-01,31,31,1,212.94354838709677,212.94354838709677
Chroma SLU,CR322,2018,2018-09-01,18,30,0.6,183.4131111111111,110.04786666666666
Chroma SLU,CR322,2018,2018-10-01,4,31,0.12903225806451613,157.916,20.37625806451613
Chroma SLU,CR323,2018,2018-05-01,11,402,0.02736318407960199,235.19617424242423,6.435716210613599
Chroma SLU,CR323,2018,2018-06-01,29,30,0.9666666666666667,197.6217959770115,191.03440277777779
Chroma SLU,CR323,2018,2018-07-01,27,31,0.8709677419354839,206.79666666666668,180.11322580645162
Chroma SLU,CR323,2018,2018-08-01,30,31,0.967741935483871,224.55427777777777,217.31059139784946
Chroma SLU,CR323,2018,2018-09-01,16,30,0.5333333333333333,192.13072916666667,102.46972222222222
Chroma SLU,CR324,2018,2018-05-01,14,402,0.03482587064676617,240.23499999999999,8.36639303482587
Chroma SLU,CR324,2018,2018-06-01,24,30,0.8,230.4416666666667,184.35333333333335
Chroma SLU,CR324,2018,2018-07-01,24,31,0.7741935483870968,224.42383333333336,173.74748387096776
Chroma SLU,CR324,2018,2018-08-01,26,31,0.8387096774193549,254.1906923076923,213.1921935483871
Chroma SLU,CR324,2018,2018-09-01,4,30,0.13333333333333333,163.6875,21.825
Chroma SLU,CR401,2018,2018-05-01,7,402,0.017412935323383085,287.2971428571429,5.002686567164179
Chroma SLU,CR401,2018,2018-06-01,19,30,0.6333333333333333,224.8557894736842,142.40866666666665
Chroma SLU,CR401,2018,2018-07-01,26,31,0.8387096774193549,213.8476923076923,179.35612903225808
Chroma SLU,CR401,2018,2018-08-01,26,31,0.8387096774193549,217.9719230769231,182.8151612903226
Chroma SLU,CR401,2018,2018-09-01,21,30,0.7,190.4532142857143,133.31725
Chroma SLU,CR401,2018,2018-10-01,11,31,0.3548387096774194,173.38750000000002,61.524596774193554
Chroma SLU,CR402,2018,2018-05-01,10,402,0.024875621890547265,216.21300000000002,5.378432835820896
Chroma SLU,CR402,2018,2018-06-01,21,30,0.7,211.65166666666664,148.15616666666665
Chroma SLU,CR402,2018,2018-07-01,27,31,0.8709677419354839,233.6275925925926,203.48209677419356
Chroma SLU,CR402,2018,2018-08-01,19,31,0.6129032258064516,229.2463157894737,140.50580645161293
Chroma SLU,CR402,2018,2018-09-01,28,30,0.9333333333333333,182.15059523809526,170.00722222222225
Chroma SLU,CR402,2018,2018-10-01,4,31,0.12903225806451613,180.74333333333334,23.321720430107526
Chroma SLU,CR404,2018,2018-05-01,16,402,0.03980099502487562,190.4275,7.579203980099503
Chroma SLU,CR404,2018,2018-06-01,22,30,0.7333333333333333,217.36272727272726,159.39933333333332
Chroma SLU,CR404,2018,2018-07-01,22,31,0.7096774193548387,230.91022727272727,163.8717741935484
Chroma SLU,CR404,2018,2018-08-01,18,31,0.5806451612903226,205.57324074074074,119.36510752688173
Chroma SLU,CR404,2018,2018-09-01,25,30,0.8333333333333334,193.45276666666666,161.2106388888889
Chroma SLU,CR404,2018,2018-10-01,11,31,0.3548387096774194,157.3825,55.84540322580645
Chroma SLU,CR409,2018,2018-05-01,5,402,0.012437810945273632,191.078,2.376592039800995
Chroma SLU,CR409,2018,2018-06-01,26,30,0.8666666666666667,213.9011730769231,185.38101666666668
