cohort,year,weekdate,avail,booked,occ,TotRev,ADR,RevPar,occhar,adrchar,rparchar
OG30,2018,2018-03-11T07:00:00Z,210,181,0.861904761904762,25116.98791685424,138.76788904339358,119.60470436597257,86.2%,$139,$120
OG30,2018,2018-03-18T07:00:00Z,210,174,0.8285714285714286,26330.03058468297,151.32201485449983,125.38109802229987,82.9%,$151,$125
OG30,2018,2018-03-25T07:00:00Z,210,171,0.8142857142857143,26606.003426545085,155.59066331312914,126.69525441211944,81.4%,$156,$127
OG30,2018,2018-04-01T07:00:00Z,210,99,0.4714285714285714,15347.819566579823,155.02848047050327,73.08485507895153,47.1%,$155,$73
OG30,2018,2018-04-08T07:00:00Z,210,126,0.6,20269.593416666667,160.86978902116402,96.52187341269841,60.0%,$161,$97
OG30,2018,2018-04-15T07:00:00Z,210,149,0.7095238095238096,24866.055083333333,166.88627572706935,118.40978611111112,71.0%,$167,$118
OG30,2018,2018-04-22T07:00:00Z,210,154,0.7333333333333333,23821.692714285713,154.6863163265306,113.4366319727891,73.3%,$155,$113
OG30,2018,2018-04-29T07:00:00Z,210,118,0.5619047619047619,24119.30744047619,204.40091051251008,114.85384495464852,56.2%,$204,$115
OG30,2018,2018-05-06T07:00:00Z,210,137,0.6523809523809524,29431.564345238094,214.82893682655543,140.1503064058957,65.2%,$215,$140
OG30,2018,2018-05-13T07:00:00Z,210,160,0.7619047619047619,38403.42857142857,240.02142857142857,182.87346938775508,76.2%,$240,$183
OG30,2018,2018-05-20T07:00:00Z,210,188,0.8952380952380953,50267.0955952381,267.3781680597771,239.3671218820862,89.5%,$267,$239
OG30,2018,2018-05-27T07:00:00Z,210,156,0.7428571428571429,31115.648192307694,199.45928328402368,148.1697532967033,74.3%,$199,$148
OG30,2018,2018-06-03T07:00:00Z,210,171,0.8142857142857143,40995.3137947053,239.7386771620193,195.21577997478713,81.4%,$240,$195
OG30,2018,2018-06-10T07:00:00Z,210,188,0.8952380952380953,48599.808155844155,258.50961785023486,231.42765788497218,89.5%,$259,$231
OG30,2018,2018-06-17T07:00:00Z,210,175,0.8333333333333334,42058.90069047619,240.33657537414967,200.28047947845806,83.3%,$240,$200
OG30,2018,2018-06-24T07:00:00Z,210,176,0.8380952380952381,40634.58957142857,230.87834983766234,193.4980455782313,83.8%,$231,$193
OG30,2018,2018-07-01T07:00:00Z,210,163,0.7761904761904762,37220.718976190474,228.34796917908267,177.24151893424036,77.6%,$228,$177
OG30,2018,2018-07-08T07:00:00Z,210,182,0.8666666666666667,43918.410142857145,241.30994583987442,209.13528639455782,86.7%,$241,$209
OG30,2018,2018-07-15T07:00:00Z,210,187,0.8904761904761904,48875.956107142854,261.368749236058,232.74264812925165,89.0%,$261,$233
OG30,2018,2018-07-22T07:00:00Z,210,186,0.8857142857142857,48894.41258333333,262.8731859318996,232.8305361111111,88.6%,$263,$233
OG30,2018,2018-07-29T07:00:00Z,210,175,0.8333333333333334,49783.893619047616,284.4793921088435,237.06616009070294,83.3%,$284,$237
OG30,2018,2018-08-05T07:00:00Z,210,169,0.8047619047619048,52509.59342982456,310.70765343091455,250.04568299916457,80.5%,$311,$250
OG30,2018,2018-08-12T07:00:00Z,210,165,0.7857142857142857,42610.291604010024,258.2441915394547,202.9061504952858,78.6%,$258,$203
OG30,2018,2018-08-19T07:00:00Z,210,166,0.7904761904761904,40979.4540802005,246.8641812060271,195.14025752476428,79.0%,$247,$195
OG30,2018,2018-08-26T07:00:00Z,210,139,0.6619047619047619,35929.27655263158,258.48400397576677,171.09179310776943,66.2%,$258,$171
OG30,2018,2018-09-02T07:00:00Z,210,99,0.4714285714285714,22956.038166666665,231.87917340067338,109.31446746031745,47.1%,$232,$109
OG30,2018,2018-09-09T07:00:00Z,210,141,0.6714285714285714,30941.756666666668,219.4450827423168,147.3416984126984,67.1%,$219,$147
OG30,2018,2018-09-16T07:00:00Z,210,157,0.7476190476190476,33778.02264285714,215.14664103730664,160.8477268707483,74.8%,$215,$161
OG30,2018,2018-09-23T07:00:00Z,210,162,0.7714285714285715,33495.15921428571,206.76024206349206,159.50075816326532,77.1%,$207,$160
OG30,2018,2018-09-30T07:00:00Z,173,167,0.9653179190751445,33847.05709620771,202.67698860004617,195.64772887981337,96.5%,$203,$196
OG30,2018,2018-10-07T07:00:00Z,160,159,0.99375,29588.630873657465,186.09201807331738,184.92894296035914,99.4%,$186,$185
OG30,2018,2018-10-14T07:00:00Z,149,124,0.8322147651006712,23282.27421627011,187.7602759376622,156.25687393469875,83.2%,$188,$156
OG30,2018,2018-10-21T07:00:00Z,119,114,0.957983193277311,22462.93852842902,197.04332042481596,188.76418931452957,95.8%,$197,$189
OG30,2018,2018-10-28T07:00:00Z,108,52,0.48148148148148145,9759.28525518605,187.67856259973175,90.3637523628338,48.1%,$188,$90
OG30,2018,2018-11-04T07:00:00Z,91,52,0.5714285714285714,10158.986013137997,195.36511563726918,111.63720893558238,57.1%,$195,$112
OG30,2018,2018-11-11T07:00:00Z,91,15,0.16483516483516483,3202.94004467187,213.529336311458,35.19714334804252,16.5%,$214,$35
OG30,2018,2018-11-18T07:00:00Z,91,9,0.0989010989010989,1796.1299999999999,199.57,19.737692307692306,9.89%,$200,$20
OG30,2018,2018-11-25T07:00:00Z,91,11,0.12087912087912088,1874.01,170.36454545454546,20.593516483516485,12.1%,$170,$21
OG30,2018,2018-12-02T07:00:00Z,91,2,0.02197802197802198,362.83000000000004,181.41500000000002,3.987142857142858,2.20%,$181,$4
OG30,2018,2018-12-09T07:00:00Z,91,1,0.01098901098901099,164.6575,164.6575,1.809423076923077,1.10%,$165,$2
OG30,2018,2018-12-16T07:00:00Z,91,4,0.04395604395604396,763.1675,190.791875,8.386456043956045,4.40%,$191,$8
OG30,2018,2018-12-23T07:00:00Z,91,3,0.03296703296703297,807.585,269.195,8.87456043956044,3.30%,$269,$9
OG30,2018,2018-12-30T07:00:00Z,26,2,0.07692307692307693,467.54,233.77,17.982307692307693,7.69%,$234,$18
OG30,2019,2019-05-19T07:00:00Z,0,3,Inf,813.6299999999999,271.21,Inf,Inf,$271,Inf
OG30,2019,2019-05-26T07:00:00Z,0,3,Inf,587.93,195.97666666666666,Inf,Inf,$196,Inf
OG30,2019,2019-06-02T07:00:00Z,0,2,Inf,356.71333333333337,178.35666666666668,Inf,Inf,$178,Inf
OG30,2019,2019-06-09T07:00:00Z,0,7,Inf,1248.496666666667,178.3566666666667,Inf,Inf,$178,Inf
OG30,2019,2019-06-16T07:00:00Z,0,4,Inf,796.02,199.005,Inf,Inf,$199,Inf
OG30,2019,2019-06-23T07:00:00Z,0,5,Inf,1039.6175,207.92350000000002,Inf,Inf,$208,Inf
OG30,2019,2019-06-30T07:00:00Z,0,6,Inf,1345.1425,224.19041666666666,Inf,Inf,$224,Inf
OG30,2019,2019-07-07T07:00:00Z,0,5,Inf,1179.4475,235.8895,Inf,Inf,$236,Inf
OG30,2019,2019-07-14T07:00:00Z,0,3,Inf,724.1825,241.39416666666668,Inf,Inf,$241,Inf
OG30,2019,2019-07-21T07:00:00Z,0,6,Inf,1365.785,227.63083333333336,Inf,Inf,$228,Inf
OG30,2019,2019-07-28T07:00:00Z,0,2,Inf,480.585,240.2925,Inf,Inf,$240,Inf
OG30,2019,2019-08-04T07:00:00Z,0,7,Inf,1571.1299999999999,224.44714285714284,Inf,Inf,$224,Inf
OG30,2019,2019-08-18T07:00:00Z,0,15,Inf,2959.2960000000003,197.28640000000001,Inf,Inf,$197,Inf
OG30,2019,2019-08-25T07:00:00Z,0,2,Inf,447.004,223.502,Inf,Inf,$224,Inf
OG30,2019,2019-09-01T07:00:00Z,0,7,Inf,1410.3600000000001,201.48000000000002,Inf,Inf,$201,Inf
OG30,2019,2019-09-08T07:00:00Z,0,12,Inf,2352.49,196.04083333333332,Inf,Inf,$196,Inf
OG30,2019,2019-09-15T07:00:00Z,0,4,Inf,689.185,172.29625,Inf,Inf,$172,Inf
OG30,2019,2019-09-22T07:00:00Z,0,2,Inf,325.435,162.7175,Inf,Inf,$163,Inf
NA,2017,2017-12-17T07:00:00Z,0,2,Inf,1.1,0.55,Inf,Inf,$1,Inf
NA,2018,2018-01-28T07:00:00Z,1,1,1,0,0,0,100%,$0,$0
NA,2018,2018-07-29T07:00:00Z,0,3,Inf,576.33,192.11,Inf,Inf,$192,Inf
